2500      [5.73e-05, 7.44e-05, 3.82e-05, 2.81e-05, 7.01e-06, 9.34e-06, 4.05e-06, 3.32e-05]    [6.75e-05, 1.17e-04, 4.64e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
2600      [5.14e-05, 6.78e-05, 3.62e-05, 2.33e-05, 6.54e-06, 8.57e-06, 3.75e-06, 2.91e-05]    [6.15e-05, 1.08e-04, 4.34e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
2700      [8.92e-04, 3.14e-04, 2.83e-04, 2.85e-05, 4.75e-06, 4.58e-05, 4.14e-06, 1.52e-04]    [1.07e-03, 4.31e-04, 3.43e-04, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
2800      [4.42e-05, 5.68e-05, 2.95e-05, 1.72e-05, 4.93e-06, 8.46e-06, 3.40e-06, 3.03e-05]    [5.17e-05, 9.00e-05, 3.29e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
2900      [3.91e-05, 5.19e-05, 2.75e-05, 1.47e-05, 5.02e-06, 7.81e-06, 2.93e-06, 2.44e-05]    [4.68e-05, 8.36e-05, 3.12e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
3000      [3.50e-05, 4.75e-05, 2.60e-05, 1.23e-05, 4.80e-06, 7.09e-06, 2.64e-06, 2.09e-05]    [4.32e-05, 7.70e-05, 2.97e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
3100      [3.15e-05, 4.35e-05, 2.44e-05, 1.02e-05, 4.57e-06, 6.45e-06, 2.40e-06, 1.83e-05]    [4.00e-05, 7.08e-05, 2.80e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
3200      [2.84e-05, 3.98e-05, 2.28e-05, 8.42e-06, 4.35e-06, 5.90e-06, 2.20e-06, 1.62e-05]    [3.72e-05, 6.51e-05, 2.64e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
3300      [2.58e-05, 3.65e-05, 2.13e-05, 7.03e-06, 4.15e-06, 5.42e-06, 2.03e-06, 1.45e-05]    [3.47e-05, 5.99e-05, 2.48e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
3400      [1.97e-04, 6.85e-05, 5.74e-05, 6.48e-06, 2.68e-06, 1.35e-05, 2.13e-06, 4.71e-05]    [2.01e-04, 8.26e-05, 4.70e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
3500      [2.40e-05, 3.26e-05, 1.52e-05, 6.20e-06, 3.23e-06, 5.61e-06, 1.73e-06, 1.54e-05]    [3.12e-05, 5.29e-05, 1.73e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
3600      [2.13e-05, 3.01e-05, 1.45e-05, 5.61e-06, 3.19e-06, 4.99e-06, 1.51e-06, 1.30e-05]    [2.90e-05, 4.88e-05, 1.69e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
3700      [1.94e-05, 2.79e-05, 1.39e-05, 4.99e-06, 3.08e-06, 4.55e-06, 1.37e-06, 1.14e-05]    [2.73e-05, 4.51e-05, 1.63e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
3800      [1.78e-05, 2.59e-05, 1.33e-05, 4.45e-06, 2.98e-06, 4.18e-06, 1.26e-06, 1.03e-05]    [2.57e-05, 4.18e-05, 1.57e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
3900      [1.64e-05, 2.41e-05, 1.26e-05, 4.00e-06, 2.88e-06, 3.85e-06, 1.17e-06, 9.31e-06]    [2.42e-05, 3.88e-05, 1.51e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
4000      [1.53e-05, 2.25e-05, 1.20e-05, 3.64e-06, 2.78e-06, 3.54e-06, 1.10e-06, 8.52e-06]    [2.28e-05, 3.60e-05, 1.45e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
4100      [1.88e-05, 2.27e-05, 1.10e-05, 4.13e-06, 2.50e-06, 4.02e-06, 1.31e-06, 1.33e-05]    [2.40e-05, 3.37e-05, 1.22e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
4200      [1.54e-05, 2.09e-05, 9.56e-06, 3.95e-06, 2.37e-06, 3.75e-06, 9.32e-07, 1.01e-05]    [2.11e-05, 3.22e-05, 1.12e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
4300      [1.37e-05, 1.96e-05, 9.15e-06, 3.60e-06, 2.23e-06, 3.41e-06, 7.88e-07, 8.63e-06]    [1.96e-05, 3.03e-05, 1.08e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
4400      [1.24e-05, 1.84e-05, 8.83e-06, 3.28e-06, 2.12e-06, 3.12e-06, 7.09e-07, 7.65e-06]    [1.83e-05, 2.85e-05, 1.05e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
4500      [1.21e-05, 1.89e-05, 8.36e-06, 4.08e-06, 1.92e-06, 3.65e-06, 6.53e-07, 6.67e-06]    [1.84e-05, 2.87e-05, 9.82e-06, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
4600      [1.06e-05, 1.70e-05, 8.06e-06, 2.99e-06, 1.86e-06, 2.62e-06, 6.48e-07, 6.15e-06]    [1.63e-05, 2.60e-05, 9.82e-06, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
4700      [9.90e-06, 1.59e-05, 7.89e-06, 2.73e-06, 1.82e-06, 2.40e-06, 6.28e-07, 5.72e-06]    [1.53e-05, 2.41e-05, 9.66e-06, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
4800      [9.27e-06, 1.50e-05, 7.69e-06, 2.51e-06, 1.77e-06, 2.20e-06, 6.10e-07, 5.32e-06]    [1.43e-05, 2.25e-05, 9.45e-06, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
4900      [2.58e-04, 1.05e-04, 5.90e-05, 4.91e-05, 2.16e-06, 4.18e-05, 8.53e-07, 5.50e-05]    [2.21e-04, 9.07e-05, 4.42e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
5000      [9.50e-06, 1.46e-05, 6.74e-06, 2.54e-06, 1.76e-06, 1.99e-06, 6.40e-07, 5.19e-06]    [1.45e-05, 2.16e-05, 8.29e-06, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
5100      [8.68e-06, 1.38e-05, 6.63e-06, 2.28e-06, 1.63e-06, 1.81e-06, 5.68e-07, 4.67e-06]    [1.33e-05, 2.04e-05, 8.22e-06, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
5200      [9.65e-06, 1.42e-05, 6.67e-06, 2.36e-06, 1.43e-06, 1.78e-06, 4.91e-07, 5.00e-06]    [1.35e-05, 2.03e-05, 8.58e-06, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
5300      [7.37e-06, 1.27e-05, 6.26e-06, 2.07e-06, 1.40e-06, 1.60e-06, 4.96e-07, 4.18e-06]    [1.12e-05, 1.84e-05, 7.83e-06, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
5400      [6.87e-06, 1.20e-05, 6.14e-06, 1.88e-06, 1.37e-06, 1.46e-06, 4.87e-07, 3.90e-06]    [1.04e-05, 1.72e-05, 7.70e-06, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
5500      [1.08e-04, 5.16e-05, 2.54e-05, 2.12e-05, 1.19e-06, 1.12e-05, 4.47e-07, 5.99e-06]    [1.43e-04, 5.79e-05, 2.86e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
5600      [6.45e-06, 1.14e-05, 5.67e-06, 1.91e-06, 1.21e-06, 1.37e-06, 4.20e-07, 4.06e-06]    [9.37e-06, 1.60e-05, 7.13e-06, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
5700      [5.85e-06, 1.07e-05, 5.56e-06, 1.71e-06, 1.17e-06, 1.25e-06, 4.19e-07, 3.70e-06]    [8.56e-06, 1.50e-05, 6.99e-06, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
5800      [2.76e-05, 1.40e-05, 1.75e-05, 1.95e-06, 1.15e-06, 1.71e-05, 4.51e-07, 3.48e-06]    [3.11e-05, 1.94e-05, 2.11e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
5900      [1.79e-03, 5.23e-04, 3.97e-04, 2.61e-06, 1.32e-06, 2.05e-05, 6.35e-07, 3.88e-04]    [1.84e-03, 5.44e-04, 4.14e-04, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
6000      [5.26e-06, 9.60e-06, 5.21e-06, 1.45e-06, 1.18e-06, 1.02e-06, 4.45e-07, 3.17e-06]    [7.61e-06, 1.32e-05, 6.71e-06, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
6100      [5.03e-06, 9.81e-06, 5.27e-06, 2.24e-06, 1.05e-06, 1.49e-06, 4.37e-07, 2.83e-06]    [7.44e-06, 1.34e-05, 6.85e-06, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
6200      [1.94e-05, 1.26e-05, 8.08e-06, 1.46e-06, 1.20e-06, 1.30e-06, 5.11e-07, 6.22e-06]    [2.07e-05, 1.58e-05, 1.04e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
6300      [4.44e-06, 8.68e-06, 4.89e-06, 1.19e-06, 1.03e-06, 8.15e-07, 4.23e-07, 2.71e-06]    [6.38e-06, 1.18e-05, 6.34e-06, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
6400      [4.27e-06, 9.35e-06, 5.29e-06, 2.42e-06, 9.20e-07, 2.87e-06, 4.20e-07, 2.51e-06]    [6.28e-06, 1.26e-05, 6.90e-06, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
6500      [7.04e-06, 9.36e-06, 5.42e-06, 1.42e-06, 8.50e-07, 1.37e-06, 4.40e-07, 2.89e-06]    [1.00e-05, 1.24e-05, 6.65e-06, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
6600      [1.22e-04, 3.90e-05, 4.06e-05, 1.29e-05, 1.06e-06, 2.91e-05, 5.31e-07, 3.98e-06]    [1.42e-04, 4.63e-05, 4.85e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
6700      [4.81e-05, 4.80e-05, 6.75e-05, 2.21e-04, 8.20e-07, 2.45e-04, 4.20e-07, 1.63e-05]    [4.79e-05, 4.16e-05, 6.67e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
6800      [1.42e-05, 1.13e-05, 6.80e-06, 1.16e-06, 8.63e-07, 6.83e-07, 4.53e-07, 4.30e-06]    [1.73e-05, 1.39e-05, 7.71e-06, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
6900      [1.60e-04, 3.40e-05, 8.43e-05, 4.79e-05, 8.31e-07, 1.04e-04, 6.25e-07, 3.34e-05]    [1.77e-04, 3.30e-05, 8.68e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
7000      [1.10e-03, 5.41e-04, 1.38e-04, 1.52e-04, 8.07e-07, 7.62e-05, 5.63e-07, 2.22e-04]    [1.16e-03, 5.86e-04, 1.34e-04, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
7100      [3.54e-06, 7.68e-06, 5.14e-06, 4.72e-06, 7.41e-07, 4.86e-06, 4.36e-07, 2.12e-06]    [4.98e-06, 1.00e-05, 6.37e-06, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
7200      [6.79e-06, 7.88e-06, 5.04e-06, 1.01e-06, 7.49e-07, 8.15e-07, 4.53e-07, 2.24e-06]    [9.34e-06, 1.03e-05, 6.27e-06, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
7300      [8.13e-05, 4.61e-05, 1.21e-05, 2.85e-05, 8.45e-07, 4.97e-06, 5.51e-07, 1.25e-05]    [9.26e-05, 5.15e-05, 1.47e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
7400      [6.04e-05, 2.12e-05, 1.57e-05, 1.80e-05, 6.97e-07, 9.92e-06, 4.52e-07, 3.36e-06]    [6.41e-05, 2.25e-05, 1.60e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
7500      [1.36e-04, 3.74e-05, 4.21e-05, 7.90e-06, 6.76e-07, 1.05e-05, 4.76e-07, 3.20e-05]    [1.37e-04, 3.96e-05, 4.20e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
7600      [6.99e-05, 2.62e-05, 1.78e-05, 7.42e-07, 6.24e-07, 4.19e-07, 4.50e-07, 1.79e-05]    [6.75e-05, 2.87e-05, 2.01e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]    []  
